PRICE,FLOOR,BEDROOM,BATHROOM,ROAD,LAND,AGE,Cities,LAND_squared
3.3,2,6,5,13,4.0,7,3,16.0
6.5,2,5,4,20,6.0,4,3,36.0
2.35,3,6,4,13,3.0,7,3,9.0
3.6,3,5,3,10,4.1,22,4,16.81
2.25,2,4,5,13,3.2,31,4,10.240000000000002
2.5,2,4,4,16,3.1,2,4,9.610000000000001
2.3,2,6,5,13,3.0,3,4,9.0
1.5,1,2,2,13,3.0,7,4,9.0
3.0,2,4,4,13,3.2,5,4,10.240000000000002
3.5,2,4,4,22,3.2,5,4,10.240000000000002
2.5,2,5,2,13,3.2,4,4,10.240000000000002
1.95,2,5,5,13,2.2,11,4,4.840000000000001
3.75,2,4,4,13,4.0,2,4,16.0
1.95,2,4,4,13,2.2,6,4,4.840000000000001
3.85,2,6,5,13,5.1,13,3,26.009999999999998
2.15,2,5,2,5,5.2,5,3,27.040000000000003
3.35,2,5,5,15,4.1,5,3,16.81
3.78,2,4,5,16,5.2,5,3,27.040000000000003
2.65,2,4,4,18,3.1,5,3,9.610000000000001
3.7,2,6,5,13,6.0,5,3,36.0
1.2,1,2,1,13,3.0,5,4,9.0
6.0,3,4,5,13,8.3,6,3,68.89000000000001
2.9,4,11,4,13,4.0,13,3,16.0
3.95,3,7,5,13,4.1,11,4,16.81
3.5,2,3,4,20,3.0,3,4,9.0
2.5,2,6,2,13,2.1,1,4,4.41
1.55,2,6,4,12,4.0,7,3,16.0
3.95,2,4,4,20,4.2,5,3,17.64
6.25,2,5,6,13,6.2,11,4,38.440000000000005
5.25,4,36,17,13,6.2,31,3,38.440000000000005
2.4,2,5,5,13,3.1,5,3,9.610000000000001
4.95,2,8,5,13,8.0,4,3,64.0
1.8,2,5,4,13,3.0,11,3,9.0
3.35,2,5,5,15,4.1,2,3,16.81
4.5,2,6,3,12,8.2,6,3,67.24
1.95,2,6,3,12,3.0,3,3,9.0
3.4,2,6,5,13,5.0,7,3,25.0
4.45,2,5,5,15,5.0,31,3,25.0
2.2,2,6,6,13,3.2,3,3,10.240000000000002
2.85,2,6,5,13,4.1,16,3,16.81
2.75,2,5,4,13,4.0,13,4,16.0
1.7,1,2,1,13,3.2,4,3,10.240000000000002
4.85,2,4,4,20,8.0,3,3,64.0
6.5,2,5,4,14,6.1,3,3,37.209999999999994
4.95,2,4,4,13,4.0,14,4,16.0
3.5,2,5,4,18,5.0,3,3,25.0
5.5,4,8,5,12,5.2,11,4,27.040000000000003
2.45,2,5,3,20,3.0,16,3,9.0
1.7,2,5,3,10,3.3,31,3,10.889999999999999
1.85,2,4,3,14,3.0,7,4,9.0
2.5,3,4,5,16,3.0,11,4,9.0
3.0,2,7,5,12,4.0,9,3,16.0
4.5,3,7,7,20,5.0,9,3,25.0
4.48,2,7,5,13,5.0,12,3,25.0
3.5,2,5,5,13,5.0,12,3,25.0
6.0,2,4,5,13,9.1,2,3,82.80999999999999
2.2,3,7,3,15,2.3,2,3,5.289999999999999
2.49,2,7,4,13,3.2,9,3,10.240000000000002
2.75,2,5,4,16,3.1,9,3,9.610000000000001
3.15,3,5,6,13,4.1,12,3,16.81
1.9,2,7,5,20,4.0,2,3,16.0
2.6,2,3,4,14,3.0,11,3,9.0
2.5,6,8,5,11,3.5,2,3,12.25
2.75,2,4,4,13,4.2,5,3,17.64
3.22,2,5,4,12,5.2,5,0,27.040000000000003
3.5,3,5,6,20,4.2,23,3,17.64
5.1,2,4,3,20,4.3,12,4,18.49
2.75,2,4,5,20,3.2,2,4,10.240000000000002
4.0,2,4,5,27,4.0,2,4,16.0
6.1,2,6,5,15,6.0,8,3,36.0
2.6,2,5,3,13,3.0,12,3,9.0
3.9,2,4,4,20,4.0,11,3,16.0
2.85,2,3,6,14,4.0,9,3,16.0
1.95,2,5,3,13,3.0,9,3,9.0
2.85,2,6,5,13,4.2,12,3,17.64
6.55,2,6,4,12,8.2,2,3,67.24
3.2,2,4,4,16,3.3,5,4,10.889999999999999
3.6,3,7,7,16,4.1,9,3,16.81
1.85,4,7,5,10,3.1,11,3,9.610000000000001
2.7,2,5,4,20,3.0,9,4,9.0
2.85,2,4,2,13,4.3,12,4,18.49
3.3,2,5,4,13,4.0,2,4,16.0
3.65,3,6,4,20,3.3,2,4,10.889999999999999
3.65,2,5,5,13,4.2,5,4,17.64
5.1,2,4,2,20,4.3,8,4,18.49
2.5,2,4,5,13,3.2,5,0,10.240000000000002
2.2,2,4,2,13,4.0,9,4,16.0
2.3,2,4,2,12,3.0,2,4,9.0
2.2,2,4,5,16,3.1,11,4,9.610000000000001
2.5,2,4,4,13,3.3,9,4,10.889999999999999
3.5,3,6,3,13,4.0,7,4,16.0
3.5,3,7,4,13,4.0,1,4,16.0
2.2,2,4,4,20,3.0,3,4,9.0
2.3,2,5,5,10,3.1,3,4,9.610000000000001
2.85,2,4,2,13,3.3,3,4,10.889999999999999
2.6,2,4,4,13,3.0,3,4,9.0
4.25,3,8,3,15,6.0,3,3,36.0
2.4,2,5,5,12,5.1,5,4,26.009999999999998
2.23,2,3,3,16,3.0,5,3,9.0
2.75,2,6,6,13,4.0,10,3,16.0
2.55,2,7,4,6,4.1,4,3,16.81
2.5,2,4,5,18,4.0,17,3,16.0
5.0,3,7,4,36,4.2,7,3,17.64
3.0,2,5,4,20,4.3,3,3,18.49
2.99,3,8,4,10,4.5,7,3,20.25
4.5,3,21,5,22,5.0,3,3,25.0
1.0,2,5,7,13,18.0,3,0,324.0
2.99,3,8,4,10,3.0,3,3,9.0
3.5,4,18,4,26,4.0,3,3,16.0
4.0,2,5,5,17,4.0,5,4,16.0
1.33,1,2,1,12,3.0,10,3,9.0
1.9,2,4,2,10,2.2,3,4,4.840000000000001
4.0,3,6,4,16,13.3,4,3,176.89000000000001
7.0,2,7,2,36,15.0,3,0,225.0
3.3,2,6,32,22,3.3,6,3,10.889999999999999
1.8,4,3,4,12,2.0,17,4,4.0
3.25,2,5,1,10,6.0,3,3,36.0
4.5,2,6,5,15,5.2,26,3,27.040000000000003
3.75,2,7,5,14,6.0,6,3,36.0
3.45,2,7,5,13,5.1,3,3,26.009999999999998
1.43,2,3,3,12,2.2,19,3,4.840000000000001
6.5,5,9,9,16,6.0,3,3,36.0
2.3,2,4,4,13,3.1,3,3,9.610000000000001
7.5,2,5,6,13,8.3,3,3,68.89000000000001
2.75,2,3,3,13,4.0,7,3,16.0
5.0,2,4,5,13,6.0,7,4,36.0
2.6,2,4,4,13,3.2,3,4,10.240000000000002
1.75,2,6,4,13,2.2,3,4,4.840000000000001
2.35,2,5,5,13,3.0,3,4,9.0
2.95,2,3,3,13,4.0,3,3,16.0
3.2,2,4,4,16,3.3,3,4,10.889999999999999
4.0,2,4,5,27,4.0,5,4,16.0
3.5,2,7,4,14,4.0,6,3,16.0
2.25,2,6,4,13,3.1,5,4,9.610000000000001
2.1,2,4,4,13,2.3,5,4,5.289999999999999
2.25,2,4,5,13,3.0,10,4,9.0
2.55,2,6,4,20,3.3,3,4,10.889999999999999
2.7,2,6,3,18,4.0,7,3,16.0
2.95,2,4,5,13,5.0,4,3,25.0
2.05,2,4,3,16,3.0,5,3,9.0
2.5,2,10,5,13,3.0,5,3,9.0
3.8,2,4,1,12,4.1,3,4,16.81
4.7,2,5,3,20,6.2,7,3,38.440000000000005
3.4,2,4,2,13,4.0,3,4,16.0
3.0,3,8,3,13,3.2,19,3,10.240000000000002
2.2,2,4,2,14,3.2,3,3,10.240000000000002
6.0,2,3,3,17,11.0,15,3,121.0
6.0,2,6,4,15,5.2,9,3,27.040000000000003
6.2,2,4,6,20,9.2,15,3,84.63999999999999
2.6,2,6,3,11,4.0,11,3,16.0
2.75,3,6,3,16,3.1,17,3,9.610000000000001
4.25,2,4,5,20,4.0,13,3,16.0
3.25,3,5,4,18,5.0,7,3,25.0
1.2,1,2,1,20,3.1,3,3,9.610000000000001
4.55,2,5,3,15,6.0,5,3,36.0
4.7,2,6,2,12,9.0,6,3,81.0
4.5,2,5,4,13,4.2,3,4,17.64
2.65,2,6,4,13,3.1,7,3,9.610000000000001
3.85,2,6,4,13,5.0,3,3,25.0
3.35,2,4,5,13,4.0,3,3,16.0
6.75,2,5,4,20,7.0,7,3,49.0
4.0,2,6,4,20,4.2,1,4,17.64
3.9,2,4,4,14,4.2,19,4,17.64
3.1,3,6,5,14,4.2,15,3,17.64
4.0,2,4,4,11,4.2,23,4,17.64
3.6,2,7,4,13,3.3,11,3,10.889999999999999
3.15,2,6,5,12,5.0,9,3,25.0
4.0,3,7,5,13,4.1,19,4,16.81
1.0,1,3,1,13,2.2,3,3,4.840000000000001
2.65,2,8,4,36,5.0,17,3,25.0
4.5,2,4,4,15,3.5,13,4,12.25
3.25,2,4,2,13,4.0,7,3,16.0
1.4,1,2,1,13,3.0,1,3,9.0
6.2,5,17,10,13,7.2,19,4,51.84
1.35,1,2,1,13,3.0,15,3,9.0
3.6,2,6,5,14,5.0,25,3,25.0
3.35,5,16,7,20,3.0,13,3,9.0
3.2,4,8,4,16,2.3,10,3,5.289999999999999
6.5,2,5,7,13,5.0,3,3,25.0
4.5,2,4,3,15,4.4,7,3,19.360000000000003
5.8,3,5,5,18,9.1,4,3,82.80999999999999
2.4,2,5,3,28,3.3,3,3,10.889999999999999
5.0,3,5,5,10,6.0,17,3,36.0
6.5,3,6,6,24,15.2,13,3,231.04
3.6,2,7,5,12,4.0,26,4,16.0
2.1,2,3,3,13,3.0,13,4,9.0
4.6,2,4,4,13,6.0,1,3,36.0
3.6,2,4,4,16,4.1,19,3,16.81
3.45,2,5,5,13,4.3,15,3,18.49
4.4,2,5,4,13,7.0,3,3,49.0
1.38,1,2,1,13,3.0,4,3,9.0
1.85,2,5,3,13,3.0,3,3,9.0
2.4,4,4,4,24,2.2,3,0,4.840000000000001
3.78,2,6,4,13,5.0,3,3,25.0
2.4,2,6,3,20,3.2,4,3,10.240000000000002
1.68,1,2,1,13,3.1,18,3,9.610000000000001
5.5,2,5,3,13,3.0,31,3,9.0
3.65,2,7,3,12,4.0,18,3,16.0
1.5,1,2,1,13,4.0,3,0,16.0
5.0,2,7,7,13,4.5,22,3,20.25
3.5,2,5,4,13,4.0,4,3,16.0
2.8,2,5,4,13,4.0,4,3,16.0
3.5,2,5,3,25,6.0,11,3,36.0
3.3,3,4,4,20,4.0,9,3,16.0
2.2,2,6,4,12,2.6,5,4,6.760000000000001
2.85,2,7,4,20,3.2,4,4,10.240000000000002
1.7,1,2,1,16,4.1,4,3,16.81
3.6,2,5,4,13,5.0,4,3,25.0
2.1,2,5,3,12,3.1,10,3,9.610000000000001
2.35,2,5,3,20,3.2,3,4,10.240000000000002
6.8,2,5,4,14,6.3,3,3,39.69
6.4,3,8,6,15,8.0,16,4,64.0
6.0,2,5,4,14,7.0,25,3,49.0
3.5,3,5,3,8,6.2,5,3,38.440000000000005
3.25,2,3,4,12,3.0,6,3,9.0
4.0,2,6,7,15,3.0,16,3,9.0
2.4,2,5,4,13,3.2,10,4,10.240000000000002
1.9,3,6,4,13,2.2,3,4,4.840000000000001
2.55,3,6,5,12,3.2,7,3,10.240000000000002
4.0,2,5,4,14,15.2,14,3,231.04
1.95,2,5,3,13,3.2,4,3,10.240000000000002
3.5,2,4,4,16,5.2,3,3,27.040000000000003
1.6,2,5,3,13,2.3,3,3,5.289999999999999
2.75,2,5,4,13,3.2,13,4,10.240000000000002
3.75,3,5,4,14,5.2,26,3,27.040000000000003
3.1,3,5,4,13,4.1,3,4,16.81
4.5,3,5,6,26,4.0,17,3,16.0
5.15,2,5,3,10,8.0,7,3,64.0
3.5,2,4,4,13,4.2,14,3,17.64
3.5,2,4,4,13,4.2,4,3,17.64
3.75,2,5,3,10,3.0,3,3,9.0
2.3,2,4,4,13,3.0,3,4,9.0
3.95,2,5,5,16,5.0,17,3,25.0
2.1,2,4,4,13,3.0,13,3,9.0
7.0,4,14,6,18,7.0,4,4,49.0
3.8,2,4,3,10,4.1,13,4,16.81
3.1,1,2,1,13,8.0,16,3,64.0
2.4,3,4,4,13,3.1,19,4,9.610000000000001
1.5,2,6,4,11,3.1,11,4,9.610000000000001
2.4,3,4,4,20,2.2,7,3,4.840000000000001
7.0,2,5,5,20,6.2,17,3,38.440000000000005
2.75,2,5,4,20,3.2,13,4,10.240000000000002
2.75,2,5,4,16,4.0,4,4,16.0
3.0,2,3,3,13,4.0,7,3,16.0
4.85,2,4,4,13,6.0,7,3,36.0
3.65,3,4,4,13,5.0,3,3,25.0
3.0,2,5,5,12,3.0,7,3,9.0
3.75,3,7,4,14,3.5,13,3,12.25
1.2,1,5,4,16,3.0,9,3,9.0
4.3,2,3,3,12,4.2,4,3,17.64
2.95,2,4,4,13,4.0,6,3,16.0
3.05,2,5,3,14,5.0,4,3,25.0
4.5,2,8,8,13,3.2,9,3,10.240000000000002
2.65,2,5,5,16,3.2,4,4,10.240000000000002
3.75,2,4,3,13,4.0,6,3,16.0
1.3,2,3,2,20,4.3,13,4,18.49
3.6,2,6,5,14,5.0,4,3,25.0
7.25,3,6,4,10,9.0,6,3,81.0
3.5,2,5,4,13,6.0,4,3,36.0
3.1,2,7,5,13,4.0,9,3,16.0
4.9,2,5,4,20,4.1,4,3,16.81
3.3,2,5,4,16,4.2,6,3,17.64
2.65,2,5,4,13,3.2,13,4,10.240000000000002
5.5,3,6,4,10,8.0,23,3,64.0
5.85,3,13,4,18,8.2,11,3,67.24
2.8,2,4,4,15,4.0,6,4,16.0
1.95,2,4,3,13,2.3,13,4,5.289999999999999
1.0,1,3,2,6,2.5,3,3,6.25
3.1,2,5,3,13,4.0,13,3,16.0
7.5,2,6,6,20,10.0,23,3,100.0
3.6,2,6,5,14,5.0,16,3,25.0
3.5,3,5,6,20,4.0,6,3,16.0
2.95,2,5,4,13,5.0,6,3,25.0
2.2,2,4,3,15,3.2,9,3,10.240000000000002
1.75,2,4,2,10,2.0,4,0,4.0
4.5,2,5,4,10,5.0,21,4,25.0
2.1,2,5,2,13,3.0,11,3,9.0
2.65,2,5,3,11,3.2,6,4,10.240000000000002
6.5,2,6,5,16,5.0,13,4,25.0
3.8,3,9,4,12,4.0,3,3,16.0
2.95,2,7,3,12,4.0,23,3,16.0
3.9,3,5,7,13,5.1,7,3,26.009999999999998
1.25,2,4,4,20,3.1,13,4,9.610000000000001
4.5,2,5,5,18,5.0,4,4,25.0
4.5,2,4,5,20,4.2,6,4,17.64
4.0,3,6,5,13,5.0,13,3,25.0
3.0,3,7,4,18,3.0,7,4,9.0
3.75,2,4,3,13,4.1,13,3,16.81
2.05,2,5,3,13,3.1,7,3,9.610000000000001
2.22,2,5,4,13,3.2,3,3,10.240000000000002
4.85,5,14,15,20,6.3,16,3,39.69
3.05,3,5,5,14,4.1,13,4,16.81
4.5,4,6,5,20,3.2,3,3,10.240000000000002
5.2,2,6,6,15,5.0,21,3,25.0
4.8,2,4,6,13,5.0,21,3,25.0
6.9,4,7,7,36,6.1,21,3,37.209999999999994
2.9,2,3,4,18,3.3,8,4,10.889999999999999
3.8,2,5,5,16,5.2,6,4,27.040000000000003
4.5,4,6,5,26,4.0,6,3,16.0
3.8,2,5,5,18,5.2,8,4,27.040000000000003
5.5,2,4,4,13,8.2,10,3,67.24
3.6,2,6,6,20,3.0,6,4,9.0
4.25,3,6,5,11,3.3,3,3,10.889999999999999
2.6,3,5,3,18,4.2,7,3,17.64
2.95,2,6,5,20,3.2,3,4,10.240000000000002
6.5,2,6,3,18,7.0,7,3,49.0
3.8,2,4,4,12,5.1,13,4,26.009999999999998
4.5,2,5,3,20,5.0,4,3,25.0
1.3,1,2,1,12,3.1,4,3,9.610000000000001
7.5,2,4,6,15,10.2,3,4,104.03999999999999
1.55,2,4,4,12,2.2,7,3,4.840000000000001
7.0,2,6,3,20,13.2,3,3,174.23999999999998
3.8,3,7,4,13,5.0,7,3,25.0
2.9,2,4,4,13,4.0,3,3,16.0
2.75,2,4,4,32,3.2,9,3,10.240000000000002
1.6,1,2,1,13,6.0,4,4,36.0
1.25,1,3,2,8,4.2,10,4,17.64
3.5,3,14,4,12,5.2,23,3,27.040000000000003
7.5,2,6,4,15,9.0,6,3,81.0
1.6,2,5,4,13,3.3,6,3,10.889999999999999
3.6,2,6,4,16,5.0,10,3,25.0
2.25,2,7,4,13,3.2,3,3,10.240000000000002
3.8,2,4,3,15,5.1,5,4,26.009999999999998
1.05,2,7,3,13,3.1,13,3,9.610000000000001
2.75,2,6,4,18,4.0,4,3,16.0
2.5,2,4,3,14,3.1,22,3,9.610000000000001
2.25,3,7,4,13,3.0,11,4,9.0
4.6,2,4,5,15,3.3,5,4,10.889999999999999
2.25,2,5,4,16,3.1,4,4,9.610000000000001
3.25,2,6,5,14,4.0,22,3,16.0
2.5,3,5,3,12,3.3,7,3,10.889999999999999
4.5,3,8,5,20,6.3,15,3,39.69
3.5,2,5,5,13,4.2,8,4,17.64
2.65,2,4,4,20,3.2,21,4,10.240000000000002
2.4,2,6,5,12,3.3,9,3,10.889999999999999
3.7,2,6,5,16,4.0,14,4,16.0
4.25,3,4,4,10,6.0,3,0,36.0
3.15,2,5,4,20,4.0,9,3,16.0
2.75,2,3,4,10,4.0,4,4,16.0
4.75,2,7,5,14,6.0,9,3,36.0
7.0,2,4,5,15,6.5,9,4,42.25
6.0,5,8,8,15,4.0,3,3,16.0
3.5,3,4,5,15,3.2,3,4,10.240000000000002
6.2,2,5,5,15,10.2,3,3,104.03999999999999
2.5,2,4,3,12,4.0,13,3,16.0
2.0,3,3,2,10,5.0,12,3,25.0
4.65,2,6,5,20,10.2,11,3,104.03999999999999
6.9,2,5,5,13,16.0,3,3,256.0
3.4,2,3,5,13,5.0,7,3,25.0
6.5,2,4,5,20,9.2,13,3,84.63999999999999
3.75,2,6,3,12,4.2,21,3,17.64
4.65,2,6,3,20,10.1,3,3,102.00999999999999
4.1,4,12,4,12,5.0,3,3,25.0
3.4,3,8,4,13,3.2,7,4,10.240000000000002
2.85,2,5,5,13,4.2,3,3,17.64
1.85,2,5,3,13,4.0,4,3,16.0
2.67,3,7,3,20,4.0,21,3,16.0
2.19,2,5,3,13,3.0,3,3,9.0
2.25,2,6,3,13,3.0,3,3,9.0
1.3,1,2,1,16,3.0,7,3,9.0
2.95,2,6,4,18,4.0,3,3,16.0
2.15,3,5,3,16,3.2,4,0,10.240000000000002
1.85,2,6,4,13,3.2,22,3,10.240000000000002
1.65,2,5,3,13,2.5,3,3,6.25
2.1,2,4,4,13,3.1,7,3,9.610000000000001
3.3,2,5,4,13,3.5,3,3,12.25
7.0,2,5,6,18,8.2,7,3,67.24
2.95,2,6,3,12,5.1,9,3,26.009999999999998
3.0,2,4,4,12,4.0,4,3,16.0
3.0,3,5,5,13,4.0,6,0,16.0
4.95,3,7,8,16,5.3,6,4,28.09
6.0,3,7,4,20,9.2,3,3,84.63999999999999
3.7,3,8,7,14,4.0,13,3,16.0
2.4,2,5,4,16,3.2,11,3,10.240000000000002
2.9,2,5,3,10,6.0,5,3,36.0
1.95,2,4,4,12,3.0,21,3,9.0
1.35,1,2,1,13,3.2,11,3,10.240000000000002
2.4,3,5,4,13,3.2,3,3,10.240000000000002
1.7,2,3,3,13,2.2,4,4,4.840000000000001
3.55,4,7,4,10,5.3,16,3,28.09
1.75,2,11,3,13,3.0,11,3,9.0
6.75,4,8,6,11,9.2,13,3,84.63999999999999
7.5,3,6,8,14,8.1,7,3,65.61
2.9,2,4,3,20,3.0,3,4,9.0
1.75,2,4,4,13,3.0,9,3,9.0
2.1,2,4,5,20,3.2,4,3,10.240000000000002
3.35,2,4,4,13,5.3,6,3,28.09
1.95,2,5,3,12,3.0,10,3,9.0
5.0,3,5,4,16,5.5,3,4,30.25
6.0,3,6,6,15,8.2,6,4,67.24
2.99,3,5,5,13,3.2,6,3,10.240000000000002
6.5,2,5,3,12,16.0,4,3,256.0
2.4,2,5,2,20,4.0,7,3,16.0
3.85,3,5,5,18,4.0,20,3,16.0
3.75,2,4,4,20,6.1,7,0,37.209999999999994
5.5,2,5,3,13,6.0,9,3,36.0
1.35,1,2,1,13,3.0,6,3,9.0
7.0,2,3,4,13,9.2,21,3,84.63999999999999
4.0,5,3,5,14,3.1,5,3,9.610000000000001
2.25,3,7,3,20,3.2,12,0,10.240000000000002
2.9,2,4,4,15,5.0,9,4,25.0
2.6,2,5,4,15,4.2,4,3,17.64
3.3,2,3,3,13,5.3,6,3,28.09
2.1,2,6,5,13,3.0,10,3,9.0
2.35,2,4,4,16,4.0,6,3,16.0
1.12,1,2,1,10,3.0,9,3,9.0
1.35,1,2,1,13,3.2,21,3,10.240000000000002
1.7,2,4,4,13,2.2,5,3,4.840000000000001
1.5,2,5,3,11,3.1,12,4,9.610000000000001
3.75,4,5,4,26,3.5,4,3,12.25
5.0,4,6,6,20,8.0,16,0,64.0
3.9,2,6,8,18,5.0,10,3,25.0
1.9,2,5,3,10,4.0,10,3,16.0
2.2,2,6,4,12,4.2,4,3,17.64
3.25,2,4,4,13,4.2,6,3,17.64
2.8,3,7,5,10,5.0,3,3,25.0
1.65,2,4,4,13,4.0,3,3,16.0
3.8,1,2,2,20,9.0,7,4,81.0
3.25,2,3,3,20,3.2,3,4,10.240000000000002
6.0,5,9,7,10,7.0,4,3,49.0
1.55,2,6,3,18,3.0,13,3,9.0
1.5,2,5,4,13,3.0,16,3,9.0
7.5,2,3,3,12,12.0,6,3,144.0
6.0,3,6,5,16,9.0,3,3,81.0
2.75,2,6,4,12,2.2,3,3,4.840000000000001
2.2,2,5,4,13,4.1,6,3,16.81
2.5,2,6,3,13,4.0,3,3,16.0
4.5,2,7,4,10,9.0,4,3,81.0
2.0,2,6,3,12,3.2,10,3,10.240000000000002
2.1,2,5,4,20,3.0,6,4,9.0
4.4,2,5,4,12,5.0,3,3,25.0
4.0,2,3,3,16,4.0,3,4,16.0
3.6,2,4,4,15,5.0,23,4,25.0
1.8,2,4,3,13,2.3,3,4,5.289999999999999
4.0,2,4,4,13,7.0,3,3,49.0
2.35,2,6,4,16,3.2,7,4,10.240000000000002
7.0,2,4,5,20,11.0,3,3,121.0
6.5,2,4,4,16,7.2,13,3,51.84
6.25,2,5,3,12,10.0,4,3,100.0
3.4,2,4,3,16,4.0,3,3,16.0
2.45,2,4,5,13,3.2,7,4,10.240000000000002
2.6,2,8,3,15,6.1,3,4,37.209999999999994
2.4,2,6,3,13,3.0,3,3,9.0
4.9,2,6,3,12,7.0,3,3,49.0
1.85,2,5,3,13,3.1,7,3,9.610000000000001
2.0,2,5,5,13,3.1,10,3,9.610000000000001
3.5,3,5,4,17,3.0,19,4,9.0
2.2,2,5,3,13,4.1,4,0,16.81
5.2,2,6,3,20,7.2,5,3,51.84
1.9,3,8,3,12,4.2,3,0,17.64
2.5,2,4,4,20,6.0,19,3,36.0
2.5,3,12,4,20,4.0,3,0,16.0
2.98,2,7,4,13,4.1,3,3,16.81
3.1,2,4,4,20,4.3,16,4,18.49
3.2,3,8,6,20,4.2,5,3,17.64
2.7,2,4,4,20,3.2,3,3,10.240000000000002
2.7,2,4,4,20,4.3,4,0,18.49
2.3,3,6,4,13,4.0,5,4,16.0
3.8,2,4,4,15,5.0,19,3,25.0
2.3,2,3,3,13,3.0,3,4,9.0
1.6,1,3,1,13,4.0,7,3,16.0
3.0,2,4,4,14,4.0,3,4,16.0
2.5,2,4,2,12,4.0,19,3,16.0
4.25,2,4,5,12,5.0,3,4,25.0
2.75,2,5,3,15,4.0,7,4,16.0
3.6,2,4,4,13,5.0,17,4,25.0
2.3,2,3,3,13,3.0,27,4,9.0
2.9,2,7,5,20,4.0,7,4,16.0
2.5,2,7,3,13,5.2,13,4,27.040000000000003
3.4,3,10,4,15,6.1,4,3,37.209999999999994
2.8,4,10,3,25,3.1,3,3,9.610000000000001
2.95,2,6,4,16,5.3,3,4,28.09
3.35,2,5,3,13,5.0,7,4,25.0
2.5,2,6,3,13,4.0,19,0,16.0
1.6,2,5,3,8,3.3,9,3,10.889999999999999
2.75,2,5,6,13,4.0,3,3,16.0
1.4,2,5,3,8,3.0,19,3,9.0
6.0,2,5,6,15,7.0,13,3,49.0
1.8,2,4,3,18,2.4,3,3,5.76
5.75,2,5,4,19,5.2,3,4,27.040000000000003
2.75,3,7,5,12,5.3,17,4,28.09
2.35,2,4,4,15,3.1,27,4,9.610000000000001
3.0,3,5,5,28,4.0,4,3,16.0
4.7,2,4,5,15,6.0,3,3,36.0
5.1,5,12,6,12,3.0,3,3,9.0
3.99,4,9,6,13,4.2,7,0,17.64
4.25,3,14,7,12,7.2,3,3,51.84
2.85,2,4,5,13,5.0,7,4,25.0
2.85,2,6,4,16,5.0,4,3,25.0
2.6,5,4,4,20,2.0,21,3,4.0
2.25,2,6,3,13,2.2,9,3,4.840000000000001
3.1,2,4,3,14,4.2,8,3,17.64
2.25,2,5,3,12,4.1,7,4,16.81
1.55,2,4,4,13,3.0,9,3,9.0
3.25,2,5,5,15,4.0,8,3,16.0
4.5,2,6,4,16,4.2,9,3,17.64
2.85,3,6,4,15,10.0,8,3,100.0
6.8,2,6,6,10,8.0,9,4,64.0
7.25,2,5,6,12,16.0,3,3,256.0
2.87,3,6,6,13,4.1,3,4,16.81
3.2,2,4,4,15,4.0,4,3,16.0
2.45,2,3,2,21,3.1,10,3,9.610000000000001
5.9,2,4,7,15,7.0,10,3,49.0
3.3,2,4,4,15,4.1,13,4,16.81
2.7,2,5,3,15,4.0,19,4,16.0
2.4,2,4,3,15,3.2,4,4,10.240000000000002
2.95,3,8,6,12,4.2,5,3,17.64
2.7,4,8,4,11,4.0,9,3,16.0
2.5,2,4,3,16,5.0,10,3,25.0
3.5,2,5,5,13,5.0,19,3,25.0
3.2,2,5,5,15,4.2,7,3,17.64
2.3,2,3,4,15,3.2,11,3,10.240000000000002
5.5,2,4,5,13,7.2,21,3,51.84
3.5,2,5,5,13,4.0,4,3,16.0
2.35,2,4,5,20,3.0,7,4,9.0
2.3,2,4,3,16,3.0,5,4,9.0
2.8,2,4,4,16,4.3,19,4,18.49
2.35,2,4,4,15,3.1,4,4,9.610000000000001
4.0,2,7,3,13,4.0,23,3,16.0
2.15,2,6,4,12,4.0,10,4,16.0
4.0,2,4,3,20,6.0,13,3,36.0
2.05,2,6,3,13,3.0,13,3,9.0
4.5,2,6,4,18,5.0,10,3,25.0
2.4,2,4,3,14,3.0,19,4,9.0
3.25,3,7,4,14,4.0,10,4,16.0
1.05,1,2,1,10,3.0,19,3,9.0
2.11,2,3,3,13,4.0,4,4,16.0
1.4,2,3,2,13,3.2,10,3,10.240000000000002
2.75,2,3,4,18,4.2,13,3,17.64
4.85,2,4,4,20,6.0,9,4,36.0
3.85,2,6,4,13,6.0,10,3,36.0
1.85,2,7,3,12,5.1,13,3,26.009999999999998
7.0,2,5,3,14,6.5,19,3,42.25
4.6,2,5,3,18,6.0,7,3,36.0
3.75,2,6,6,16,4.0,21,4,16.0
2.4,2,4,4,18,4.0,4,4,16.0
3.3,2,6,4,20,6.0,29,3,36.0
3.3,2,6,4,14,4.0,27,3,16.0
2.4,2,4,4,16,4.2,5,3,17.64
4.6,3,7,4,16,5.2,7,3,27.040000000000003
1.7,3,6,5,12,2.2,11,3,4.840000000000001
3.25,2,4,5,20,4.0,21,4,16.0
2.25,3,4,5,14,4.1,6,3,16.81
4.5,2,4,4,19,6.0,5,3,36.0
2.85,2,4,4,19,4.0,23,4,16.0
2.5,2,4,4,20,3.2,21,4,10.240000000000002
2.72,2,6,3,13,4.2,5,3,17.64
4.0,2,5,3,12,6.0,21,3,36.0
6.25,3,7,4,12,5.5,29,3,30.25
2.6,3,7,4,12,3.2,9,3,10.240000000000002
2.25,2,5,4,19,2.2,11,3,4.840000000000001
1.6,2,4,4,13,4.2,11,3,17.64
